Crop,Problem,State,Ans1,Ans2,Ans3,Ans4,Ans5,Time,Crop_w_score
Rubber,leaf blight,KERALA,No answer,No answer,No answer,No answer,No answer,0.5107470000000001,0.0
Rubber,leaf fall,UTTAR PRADESH,Recommended bavistin 5 gram in 5 litre for spray,spray copper oxychloride 25 gm  lit,ADVICE TO SPRAY BORDEAUX MIXTURE 1,No answer,No answer,0.483868,2.2769469556744837e-05
Rubber,shoot rot,KERALA,No answer,No answer,No answer,No answer,No answer,0.479567,0.0
Rubber,fungus,KERALA,apply 1  bordeux mixture or phytolan or copperoxy chloride(2 gm per 1 litre of water,apply bordeaux mixture to the plant or fytolan 4 gramlitre,apply coc (copper oxy chloride) 4 gramlitre,rubber fungus attackapply bordeaux mixture,rubber fungus attackapply bordeaux mixture,0.41693,2.2769469556744837e-05
Safed Musli,fungus,MADHYA PRADESH,Dear farmer use to Carbendazim 12 Mancozeb 63 WP 2gliter water splash in the field,Dear farmer use to  Copper Oxychloride 50 WP  2 gliter water splash in the field,Dear Kisan Bhai you can spray the copper oxychloride 50 WP 25 g  liter water,copper oxycloraid 50 2gmliter paani me mila kar spray kare,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,0.595076,4.219941691183377e-05
Safed Musli,leaf spot,MADHYA PRADESH,kisan bhai safedmusli  me Copper Oxychloride 50 WP 25 gramliter ka  spray kare,Copper Oxychloride 50 WP 600 gramekad 200 liter pani ki dar se spray kare,copper oxychlorider 50 WP 23  gram liter pani ka ghol banaker spray kare,Dear farmer use to Carbendazim 50 WP 1gliter water splash in the field,Dear farmer use to Carbendazim 50 WP 1gliter water splash in the field,1.0056530000000001,4.219941691183377e-05
Safed Musli,blight,MADHYA PRADESH,RECOMMENDED FOR SPRAY   PSEUDMONAS FLUORESCENS  5 GM  TRICHODARMA VIRIDE  5 GM  LIT OF WATER,ap carbendazim 12   mancozeb 63  WP 2 gramliter pani ki dar se ghol banakar chhidkav karen,kisan bhaiCarbendazim 12  Mancozeb 63 WP 300 GRAMACRE 200 LITER PAANI KI DAR SE SPRAY KARE,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 15 GM PER 15 LITER WATER,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 15 GM PER 15 LITER WATER,0.584908,4.219941691183377e-05
Safed Musli,leaf spot,UTTAR PRADESH,kisan bhai safedmusli  me Copper Oxychloride 50 WP 25 gramliter ka  spray kare,Copper Oxychloride 50 WP 600 gramekad 200 liter pani ki dar se spray kare,copper oxychlorider 50 WP 23  gram liter pani ka ghol banaker spray kare,Dear farmer use to Carbendazim 50 WP 1gliter water splash in the field,Dear farmer use to Carbendazim 50 WP 1gliter water splash in the field,1.014674,4.219941691183377e-05
Safed Musli,blight,RAJASTHAN,RECOMMENDED FOR SPRAY   PSEUDMONAS FLUORESCENS  5 GM  TRICHODARMA VIRIDE  5 GM  LIT OF WATER,ap carbendazim 12   mancozeb 63  WP 2 gramliter pani ki dar se ghol banakar chhidkav karen,kisan bhaiCarbendazim 12  Mancozeb 63 WP 300 GRAMACRE 200 LITER PAANI KI DAR SE SPRAY KARE,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 15 GM PER 15 LITER WATER,SPRAY OF COPPER OXICHLORIDE 45 GM  STREPTOCYCLIN 15 GM PER 15 LITER WATER,0.584162,4.219941691183377e-05
Saffron,aphid,RAJASTHAN,            (  ) 40      (   ppm   )            (      ),spray of emidaclorprid 178 SL 100 MLACRE,dimethoet 30 200 mlekd ka spray kare,         25 EC 400 ml   200        ,No answer,0.372454,9.866770141256096e-06
Saffron,aphid,UTTAR PRADESH,            (  ) 40      (   ppm   )            (      ),spray of emidaclorprid 178 SL 100 MLACRE,dimethoet 30 200 mlekd ka spray kare,         25 EC 400 ml   200        ,No answer,0.35793400000000003,9.866770141256096e-06
Saffron,blight,RAJASTHAN,ATTACK BLIGHT ON TURMERIC Spray Ridomil Gold 45 gm15 Liter of Water(MephonaxonMancozeb)Syngenta,BLIGHT ATTACK  ON TURMERIC SPRAY ANTRACOL  30 Gm15 LITRE OF WATER (Propineb),Spray Blue copper 30 gm15 lit water(COPPER OXYCHLORIDE 50 WP)  SYNGENTA,SPRAY OF CARBENDAZIM 12  MANCOZEB 63 WP 2 GM PER LITER WATER,Spray Redomil Gold 30 GM 15 LITER WATER(MetalaxlM)Syngenta,0.376472,9.866770141256096e-06
Saffron,blotch,RAJASTHAN,recommended for Leaf spot controlled by spraying Carbendazim 200 gm acre  Mancozeb 200gm ac,recommended for the spray Carbendazim 2gm  lit of water,Recommended for spray carbendazim 2 g  litre of water,SPRAY TO M45  400 GM IN 200 LITRE OF WATERACRE,Recommended for spray Carbendazim 2gm  lit,0.37513,9.866770141256096e-06
Saffron,blotch,TAMILNADU,recommended for Leaf spot controlled by spraying Carbendazim 200 gm acre  Mancozeb 200gm ac,recommended for the spray Carbendazim 2gm  lit of water,Recommended for spray carbendazim 2 g  litre of water,SPRAY TO M45  400 GM IN 200 LITRE OF WATERACRE,Recommended for spray Carbendazim 2gm  lit,0.361668,9.866770141256096e-06
Sandal Wood,catterpillar,HIMACHAL PRADESH,RECOMMENDED TO SPRAY  CHLORPYRIFOS  500 ML200 LITRES OF WATER  ACRE,RECOMMENDED TO SPRAY MALATHION(KILLER)50 EC2 MLLIT WATER,told him spray desis  2mllit of water,                     ,          ,0.45993599999999996,1.6204272501216744e-05
Sandal Wood,scales,TAMILNADU,No answer,No answer,No answer,No answer,No answer,0.394627,0.0
Sandal Wood,seedling rot,HARYANA,No answer,No answer,No answer,No answer,No answer,0.547059,0.0
Sandal Wood,fungus,HARYANA,Suggested Carbendazim (Bavistin) 50 WP 30 grampump drenching OR 250 gramvigha water treatment,Suggested CoperOxichloride  50 WP  40 grampump drenching OR 250 gramvigha water treatment,Suggested Tebuconazol 259 EC 30 ml pump drenching or 250350MLacer water treatement,Suggested Mancozeb (M45) 75 WP 35 grampump spray,Suggested Mancozeb (M45) 75 WP 35 grampump spray,0.391335,1.6204272501216744e-05
Sandal Wood,mealy bug,TAMILNADU,RECOMMENDED TO SPRAY PROFENOFOS 400 ML200 LITRES OF WATER   ACRE,No answer,No answer,No answer,No answer,0.497683,1.6204272501216744e-05
Sorghum (JowarGreat Millet),caterpillar,MAHARASHTRA,spray neem oil base insecticide 3000 PPM  4045 ml and indoxacard 145EC 12ml per 15 litter of water ,for control of caterpillar on sorghum Spray Josh 30 gm  15 litre water  Water(Triazophose 40 EC)UPL,control of caterpillar on sorghum  Spray Proclaim 5 gm15 liter of Water(Emamectin Benzoate)Syngenta,ATTACK OF CATERPILLAR on sorghum  Spray Proclaim 07 gm15 liter of Water(Emamectin Benzoate)Syngenta,THE CATERPILLAR ATTACK ON SORGHUMSpray Proclaim 5gm15lit of Water (Emamectin Benzoate 5 SG)Syngenta,5.453602,0.0007428539442888004
Sorghum (JowarGreat Millet),wilt,MAHARASHTRA,tapply himet 10 kg per acre for root borer  drenching of bavistin 15 gm per pump wilt in sorghum,for control of wilt on sorghum  DRENCHING OF  RIDOMIL GOLD 30 GM  15 LITERS OF WATER SYNGENTA,RECOMMENDED TO SPRAY SPRAY 30 GRAMS COPPER OXY CHLORIDE 1 GRAM STREPTOCYCLIN PER 10 LITRES,drenching Blue Copper 40 gm humic acid 30 ml 15 liter water (Copper Oxichloride)syngenta,FOR CONTROL OF WILT DISEASE ON JOWAR CROP Spray Chloropyriphos 30 ml15 Lit of Water,2.685021,0.0007428539442888004
Sorghum (JowarGreat Millet),aphids,MAHARASHTRA,RECOMMENDED TO SPRAY ACETAMIPRID(PRIDE)   40 GRAMS  200 LITRES OF WATER ACRE    40     200         ,you can spray trayzophos 40 mili asefet 30 gram pamp water use for  sucking pest control on sorghum,FARMER ASKED FOR ATTACK OF APHIDS ON JOWARSPRAY NUVAN 30 ML  15 LITERS OF WATER ( Dichlorvos 76 EC),recomended RECOMMENDED TO SPRAY DIMETHOATE(ROGAR ROGARIN) 400 ML PER ACRE      ( )  400   200     , FOR CONTROL OF ATTACK OF APHIDS ON SORGHUM Spray Rogar 15ml15 Liter of Water(Dimethoate)Cheminova,3.4309190000000003,0.0007428539442888004
Sorghum (JowarGreat Millet),stem borer,MAHARASHTRA,recommended to company name cortevaagriscience dow agro science chemical name delegate 100 ml acre,SORGHUM STEM BORER MANAGEMENT RECOMMENDED TO SPRAY MONOCROTOPHOS  320 ML 200 LITRES OF WATER ACRE,SORGHUM STEM BORER MANAGEMENT RECOMMENDED TO SPRAY MONOCROTOPHOS  320 ML 200 LITERS OF WATER ACRE,             10   80        4  5             25  35            3      5  6          8  10        ,SORGHUM STEM BORER MANAGEMENT Suggested to spray quinalphos  2mlli water or Larvin 15gl of water,7.744119,0.0007428539442888004
Sorghum (JowarGreat Millet),caterpillar,GUJARAT,spray neem oil base insecticide 3000 PPM  4045 ml and indoxacard 145EC 12ml per 15 litter of water ,for control of caterpillar on sorghum Spray Josh 30 gm  15 litre water  Water(Triazophose 40 EC)UPL,control of caterpillar on sorghum  Spray Proclaim 5 gm15 liter of Water(Emamectin Benzoate)Syngenta,ATTACK OF CATERPILLAR on sorghum  Spray Proclaim 07 gm15 liter of Water(Emamectin Benzoate)Syngenta,THE CATERPILLAR ATTACK ON SORGHUMSpray Proclaim 5gm15lit of Water (Emamectin Benzoate 5 SG)Syngenta,5.454122,0.0007428539442888004
Soybean (bhat),redmites,MAHARASHTRA,Spraying of Propargite( Omite)  400 ml acre,No answer,No answer,No answer,No answer,33.572709,0.004152999450686546
Soybean (bhat),stem borer,MAHARASHTRA,Recommended  for to control stem  borer in paddy crop spray cartap hydrochloride 50 sp 300400gmacer,Dear farmer can apply carbofuran 3 g 56 kgacre broadcast with 810 kg of sand for soil application ,Spray of Monocrotophos 36 SL 800 mlHectayer orprofenophos  cypermethrin 40 mi at 15 liter of water,Recommended for to control stem borer in paddy crop spray cartap hydrochloride 50 sp 300400gmacer,FOR CONTROL OF  STEM  BORER ON SOYBEAN  Spray Nuvan  20 ml 15Lit of Water(Diclorvos 76)Cheminova,70.433369,0.004152999450686546
Soybean (bhat),caterpillar,MAHARASHTRA,attack of Caterpillar  on soybean Spray Proclaim 07 gm15 liter of Water(Emamectin Benzoate)Syngenta,Spray Chloropyriphos 30ml15 Liter of Water orSpray Rogar 15ml15 Liter of Water(Dimethoate)Cheminova,Profenofos 40  cypermethrin 4 300350mlacre or 3035mlpumpEndoxacarb 145 SC 100150mlacre or 810mlpump,recommended control measures of caterpillars in crop indoxacarb 145 ec 1316 ml at 15 liter of water,LEAF EATING CATERPILLAR ON SOYBEANSpray Proclaim 07 gm15 liter of Water(Emamectin Benzoate)Syngenta,39.519113,0.004152999450686546
Soybean (bhat),sucking pest,MAHARASHTRA,Recommended for to control sucking pest in crop spray fipronil (Regent)  25 ml at 15 liter of water,Recommended for to control sucking pest in soybean crop spray acitamiprid 10gm at 15 liter of water,recomendation Spray dimethoate 30 EC 500 mlha or Spray fipronil (Regent) 25 ml at 15 liter of water,Recommended for to control sucking pest in soybean crop spray acitamiprid 10gm at 15 liter of water,Attack of Sucking Pest on soyabeanSpray Confidor super  Confidor 10ml  bavistin 30gm15 Lit of Water,81.413731,0.004152999450686546
Soybean (bhat),blight,MAHARASHTRA,recomended for Mancozeb 63  Carbendazim 12 WP 40 gram and steptrocyclin 2 gram at 15 liter of water,Attack of  Downy or blight  or PowderySpray Tilt 20 ml15 Liter of Water(Propiconyazol 25EC)Syngenta,BLIGHT ATTACK on soybeanSPRAY SAAF 30 GM  15 LITERS OF WATER (Carbendazim 12  Mancozeb 63 WP ) UPL,Attack of BlightMicrolla 30 mili  Bavistine 30gm Humic Acid 30ml 19 19 19 60 gm    15 lit of water,BLIGHT ATTACK on soybeanSPRAY SAAF 30 GM  15 LITERS OF WATER(Carbendazim 12  Mancozeb 63 WP ) UPL,26.282086,0.004152999450686546
Spinach (Palak),downy mildew,ANDHRA PRADESH,SPRAYING OF BLITOXBLUE COPPER 50  2 GRAMS IN 1L FOR THREE TIMES AT AN INTERVAL OF 5 DAYS,recamanded spray MANCOZEB (DITHANE M45 INDOFIL M45 MANJET)  500600 GRAMS  PER ACRE,RECOMMENDED FOR SPRAY   CARBENDAZIM 25  MANCOZEB 50 (75 WS)  3 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,SPRAY OF INDOFIL M45  2 GM IN THE 1 LITERS OF WATER SOLUTION,1.827086,0.00010405647587432391
Spinach (Palak),white fly,MAHARASHTRA,control  of white fly attack in palak Spray of imidaclorprid 178SL 5 to 6 ml per 16 littre of water,Recommended for Spray Daiphenthuran (pegaasas) 10 to 15 gram at per pump,RECOMMENDED FOR SPRAY  AZADIRACHTIN 1 EC(10000 PPM )  3 ML  LIT OF WATER,RECOMMENDED FOR SPRAY AZADIRACHTIN 1EC (10000 PPM)  3 ML  LIT OF WATER,APNI FLONICAMID 50 WG 1 GRAM PROTY 5 LITER JOLER SATHE PRAYOG KORBEN ,1.436468,0.00010405647587432391
Spinach (Palak),anthracnose,UTTAR PRADESH,          2  1         15     I,No answer,No answer,No answer,No answer,1.146017,0.00010405647587432391
Spinach (Palak),leaf spot,UTTARAKHAND,For control of leaf spot attack on spinach  Spray Antracol 30    gm15 Liter of Water(Propineb)Bayer,cercospora leaf spot in spinach  spray indofil m 45 600 gram in 200 litres of water per acre,        ( MANCOZEB 75 WP )                         (CARBENDAZIM 50 WP )         ,kisan bhai palak me Carbendazim 12  Mancozeb 63 WP 2 gramliter ka chidcaaav kare,RECOMMENDED FOR SPRAY   METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,1.423704,0.00010405647587432391
Spinach (Palak),damping off,CHHATTISGARH,RECOMMENDED FOR SPRAY  COPPER OXYCHLORIDE 50 WP   4 GM  LIT OF WATER,DRENCHING OF CARBENDAZIM 1 KG PER HA WITH IRRIGATION IN ROOT ZONE,APPLY COPPER OXYCHLORID50WP3GMLITWATERTRIAZOPHOS40EC2MLLITWATER,RECOMMENDED FOR SPRAY   TRICHODARMA VIRIDE  5 GM  LIT OF WATER,RECOMMENDED FOR SPRAY  MANCOZEB 75 WP  25 GM  LIT 0F WATER,1.6775,0.00010405647587432391
Stevia,fungus,MADHYA PRADESH,SPRAY OF COPPER OXICHLORIDE 3 GM PER LITER WATER,         50 WP  400        200       ,suggestmancozeb 75wp 35 gmpump,      12   63 WP 2           ,No answer,0.398399,1.5255544603019042e-05
Stevia,root rot,UTTAR PRADESH,RECOMMENDED FOR SPRAY   TRICHODARMA VIRIDE  5 GM  PSEUDOMONAS FLUORESCES  5 GM  1 LIT OF WATER,Copper Oxychloride 50 WP 30 gram   streptocycline 15 gram15 liter pani me ghol kar spray kare,trichoderma 23 kg ya copper oxy chloride 2 kgacreki dar se nami ki avstha me bhurkav karen,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,0.46772299999999994,1.5255544603019042e-05
Stevia,stem rot,WEST BENGAL,RECOMMENDED FOR SPRAY TRICHODARMA VIRIDE  45 GM  LIT OF WATER,RECOMMENDED FOR SPRAY TRICHODARMA VIRIDE  5 GM  LIT OF WATER,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION,No answer,No answer,0.48046400000000006,1.5255544603019042e-05
Stevia,root rot,MADHYA PRADESH,RECOMMENDED FOR SPRAY   TRICHODARMA VIRIDE  5 GM  PSEUDOMONAS FLUORESCES  5 GM  1 LIT OF WATER,Copper Oxychloride 50 WP 30 gram   streptocycline 15 gram15 liter pani me ghol kar spray kare,trichoderma 23 kg ya copper oxy chloride 2 kgacreki dar se nami ki avstha me bhurkav karen,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,0.464344,1.5255544603019042e-05
Stevia,stem rot,ANDHRA PRADESH,RECOMMENDED FOR SPRAY TRICHODARMA VIRIDE  45 GM  LIT OF WATER,RECOMMENDED FOR SPRAY TRICHODARMA VIRIDE  5 GM  LIT OF WATER,USE HEXACONAZOLE 5 EC 1 LITER PER HA WITH IRRIGATION,No answer,No answer,0.480965,1.5255544603019042e-05
Strawberry,leaf spot,WEST BENGAL,Spray Hexaconazol or Carbendazim 100 gram200 liter water for control leaf spot complex in straberry,APNI STREPTOCYCLINE 90 SP  1 GM KORE PROT 10 LIT JOLE GULE GACHER GORA VIGIYE SPRAY KORBEN,control Leaf sport in Strawberry are  Spray Bavistin  10 gm 10 liter of water ,spray saaf 20 gm  15 litter of water for controlling leaf spot on strawberry,spray 600 gram copper sulfate  1600 gram quick lime per 200 litre of water,0.5648850000000001,2.2883316904528563e-05
Strawberry,stem rot,WEST BENGAL,Control stem rot in strawberry are spray indofil m45  25gm  bavistin  10gm10 litre of water,RECOMMENDED FOR TRICODERMA HERJINAM  PSEUDOMONAS FLURESENSE  10GMLIT OF WATER,control Stem Rot in Strawberry Are  Spray Bavistin  10 gm 10 liter of water ,  SPRAY  METALAXYL 8  MANCOZEB 64  (72 WP)  25 GM   LIT OF WATER,RECOMMENDED FOR SPRAY MANCOZEB 75WP  25 GM LITOF WATER,0.531972,2.2883316904528563e-05
Strawberry,wilt,WEST BENGAL,RECOMMENDED FOR SPRAY STREPTOCYCLINE 91 SP ( 9010 SP)  1 GM  10 LIT OF WATER,suggested him to spray agrimycin 1gm10 lit of water,Drenching of Chloropyriphos 40 ml  15 lit of water,CONFIRM THE DISEASE BY OOZE TEST THEN CALL AGAIN,drenching of blue copper  chloropayrifos,0.394212,2.2883316904528563e-05
Strawberry,termite,RAJASTHAN,Control termites in Strawberry are drenching chlorpyriphos  3mllitre of water,draching of chloropyriphos  250 ml in 2 kg drysand  solution ,DRENCHING WITH 3 ML CHLORPYRIPHOS PER LITRE OF WATER,APPLY TO EKALUX 25 EC  4 ML IN 1 LITRE WAPER,SPRAY OF FIPRONIL 5  SC 2 LITER PER HA,0.46348100000000003,2.2883316904528563e-05
Strawberry,root rot,HIMACHAL PRADESH,Control root rot in Strawberry are drenching indofil m45  25gm  bavistin  10gm10litre of water,Control root rot in strawberry are drenching saaf  400200 liter of water,Recommended to apply Carbendazim 2 gram in 1 litre water for Strawberry ,RECOMMENDED FOR SPRAY   THIOPHANATE METHYL 70 WP  1 GM    LIT OF WATER,DRENCHING OF CARBENDAZIM 1 KG PER HA IN ROOT ZONE WITH IRRIGATION,0.553779,2.2883316904528563e-05
Sugarcane (Noble Cane),smut,UTTAR PRADESH,kisan bhai aap ganne me Carbendazim 50 WP  300 gram prati acre 180 litre pani  me milakr spray kare,SMUT MANAGEMENT  IN SUGARCANERECOMMENDED TO SPRAY PROPICONAZOLE    200 ML  200 LITERS OF WATER ACRE,Recommended to spray Glyphosate 360 weed kill 5ml per litre of water to control Smut in Sugarcane,SUGARCANE SMUT MANAGEMENTRECOMMENDED TO SPRAY PROPICONAZOLE    200 ML  200 LITERS OF WATER ACRE,smut disease in sugarcaneSpray Blue copper 30 gm15 lit water(COPPER OXYCHLORIDE 50 WP) SYNGENTA,20.648338,0.00620900665342875
Sugarcane (Noble Cane),mosaic,UTTAR PRADESH,RECOMMENDED TO SPRAY MONOCROTOPHOS (NUVACRON) 320 ML 200 LITRES OF WATER ACRE   320    200         ,KISAN BHAI YELLOW MOSAI SE BACHAV KE LIYE MAILATHION 15 KILOGRAM  HECTER PANI ME GHOLKAR SPRE KARE,Spraying of  thiomethoxam 25 wg (actara)   5 gm pump thiophanate methyle  20 gm pump,SUGARCANE MOSAIC VIRUS  SPRAY IMIDACLOPRID(TATAMIDACONFIDER) 1ML IN 3LITRES OF WATER,Dear farmer use to Carbendazim 12 Mancozeb 63 WP 2gliter water splash in the field,28.051096,0.00620900665342875
Sugarcane (Noble Cane),red rot,UTTAR PRADESH,kisan bhai aap ganne ko eglal 280 gram dva110 litre pani  me milakar upcharit karke tab buwai kare ,Drying of carbendazim 50 WP  1 gram per liter of water for red rash disease in farmers brother cane,Carbendazim 12  Mancozeb 63 WP 400gmecar   Dichlorvos 76 EC 350 mlacre 250 litar pani me sprey kare, MODERATELY RESISTANT VARIETIES VIZ CO 86032  CO 86249 COSI 95071 COG 93076 COC 22 COSI 6 AND COG 5,RECOMMENDED TO SPRAY PROPICONAZOLE  (TILT)  200 ML  200 LITRES OF WATER ACRE    200     200       ,49.475209,0.00620900665342875
Sugarcane (Noble Cane),leaf scald,UTTAR PRADESH,       CoH 92201 CoH 94201 CoPant 84211 CoPant 84212 ,spray 1kg sulphur in 150 litre of wateracre,  50 WP 500  250       ,No answer,No answer,68.50032900000001,0.00620900665342875
Sugarcane (Noble Cane),wilt,UTTAR PRADESH,carbendaazim 12mancozeb 63   500 GRAM   12 kilo  mitti me milake burcav kare acre ki dar se nami me,Drenching OF Blue Copper 30 GM  HUMIC ACID 30 ML  BAVISTIN  30 GM15 LITER WATER TO PER PLANT 50 ML,wilt on sugarcane   BAVISTIN 30 GM  CLOEORPARIFOS 30 ML  HUMIC ACID 30 ML 15 LITER WATER DRENCHING,Apply carbendazim  2gmlit of water at the root zone area and same as follow at 15 days interval,Apply carbendazim  2gmlit of water at the root zone area and same as follow at 15 days interval,20.433982,0.00620900665342875
Sunflower (suryamukhi),caterpillar,TAMILNADU, Advised the Grievance Helpline number of Food supplies and Consumer Welfare department is  1967 ,Advised to spray multiplex all crop  3 gram per litre of water for better flowering in sunflower,RECOMMENDED TO SPRAY AZADIRHACHTIN ( NEEM SEED KERNAL OIL )  1 LITRE  200 LITRES OF WATER ACRE,SPRAY CHLOROPYRIPHOS 20 EC  2 ML  1 LITER OF WATER FOR CHECKING HAIRY CATERPILLAR IN SUNFLOWER,RECOMMENDED TO SPRAY QUINALPHOS 25EC 2ML1 LITRE WATER TO CONTROL CATERPILLAR IN SUNFLOWER,1.1631989999999999,0.0001393491536872784
Sunflower (suryamukhi),blight,PUNJAB,SPRAY CARBENDAZIM  MANCOZEB (TATA MASTER)  45GM15LIT WATER FOR ALTERNARIA LEAF BLIGHT IN SUNFLOWER,RECOMMENDED SPRAY METALAXYLMANCOZEB(RIDOMIL GOLD) 25GMLTR WATER FOR LEAF BLIGHT IN SUNFLOWER,RECOMMENDED TO APPLY MANCOZEB 75 25GM IN 1 LITRE WATER TO CONTROL LEAF BLIGHT IN SUNFLOWER,RECOMMENDED TO SPRAY MANCOZEB (DITHANE M45 INDOFIL M45 MANJET)  500600 GRAMS  PER ACRE,FOR THE CONTROL OF ALTERNERIA BLIGHT DISEASE IN SUNFLOWER CROPPLS SPRAYM45500GMACRE,0.8582270000000001,0.0001393491536872784
Sunflower (suryamukhi),Alternaria,KARNATAKA,SPRAY CARBENDAZIM  MANCOZEB (TATA MASTER)  45GM15LIT WATER FOR ALTERNARIA LEAF BLIGHT IN SUNFLOWER,RECOMMENDED TO SPRAY MANCOZEB (DITHANE M45 INDOFIL M45 MANJET)  500600 GRAMS  PER ACRE,FOR THE CONTROL OF ALTERNERIA BLIGHT DISEASE IN SUNFLOWER CROPPLS SPRAYM45500GMACRE,FOR THE CONTROL OF ALTERNERIA BLIGHT DISEASE IN SUNFLOWER CROPPLS SPRAYM45500GMACRE,FOR THE CONTROL OF ALTERNERIA BLIGHT DISEASE IN SUNFLOWER CROPPLS SPRAYM45500GMACRE,1.1775719999999998,0.0001393491536872784
Sunflower (suryamukhi),rust,KARNATAKA,RECOMMENDED TO SPRAY MANCOZEB  (M45) 600 GRAMS  200 LITRES OF WATER  ACRE    600      200          ,RECOMMENDED SPRAY MANCOZEB 75WP 2GMLTR WATER FOR RUST IN SUNFLOWER,RECOMMENDED FOR SPRAY MYCLOBUTANIL 10 WP   1 GM   2 LIT OF WATER,SPRAY COPPER OXYCHLORIDE  3GM1LIT WATER FOR RUST IN SUNFLOWER,Spray Mancozeb 2 gram in 1 litre water in 5 days interval,0.725014,0.0001393491536872784
Sunflower (suryamukhi),white mold,WEST BENGAL,No answer,No answer,No answer,No answer,No answer,1.575806,0.0
Sweet Potato,mold rot,CHHATTISGARH,No answer,No answer,No answer,No answer,No answer,0.803565,0.0
Sweet Potato,catterpillar,MAHARASHTRA,Recommended to spray Chloropyriphos 20 EC 25ml per litre of water to control Swarming caterpillar,spray profex supar 30 ml  15 liter of water for controlling caterpillar on  sweet potato,RECOMMENDED TO SPRAY CHLORPYRPHOS(KORBAN DURSBAN LETHAL CLASSIC RADAR) 500 ML PER ACRE,SPRAY QUINALPHOS  2 ML  1 LIETR OF WATER FOR leaf eating caterpillar in sweet potato,Chloropyriphos 30ml  Humic Acid 30ml15 Lit of Water Drenching,0.7577189999999999,4.7550242257668804e-05
Sweet Potato,white gurb,RAJASTHAN,USE QUINOLPHOS 25 EC 4 LITER PER HA WITH IRRIGATION FOR CONTROL OF WHITE GRUB,USE QUINOLPHOS 15 DUST 5 KG PER BIGHA MIX IN SOIL,  Chlorpyriphos 20 EC 1 liter        , 25   4           ,No answer,0.9005620000000001,4.7550242257668804e-05
Sweet Potato,catterpillar,HIMACHAL PRADESH,Recommended to spray Chloropyriphos 20 EC 25ml per litre of water to control Swarming caterpillar,spray profex supar 30 ml  15 liter of water for controlling caterpillar on  sweet potato,RECOMMENDED TO SPRAY CHLORPYRPHOS(KORBAN DURSBAN LETHAL CLASSIC RADAR) 500 ML PER ACRE,SPRAY QUINALPHOS  2 ML  1 LIETR OF WATER FOR leaf eating caterpillar in sweet potato,Chloropyriphos 30ml  Humic Acid 30ml15 Lit of Water Drenching,0.740204,4.7550242257668804e-05
Sweet Potato,termite,RAJASTHAN,kisan bhai sweet potato ki fasal me dimak ke liye Chlorpyriphos 20 EC 5001000 ml acre,control termite in tomato crop are  Drenching Chloropyrifos  3 ml 1 liter of water ,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,USE IMIDACHLOPRID 178 SL 1 LITER PER HA WITH IRRIGATION FOR CONTROL OF TERMITE,0.5781569999999999,4.7550242257668804e-05
Tea,termite,ASSAM,ADVISED TO SPRAY TRICEL  40 ML200 LITRES OF WATER IN ROOT ZONE,SUGGEST HIM TO SPRAY TRICEL  2MLLITRES OF WATER IN ROOT ZONE,INFORMATION GIVEN  APPLY MALATHION 5  DUST  100 GM PER PLANT,APPLY TRICEL  2MLLITRES OF WATER WITHOUT NOZLES AT ROOT ZONE,RECOMMENDED TO APPLY MALATHION 5  DUST  1O GM PER PLANT,0.535795,3.9656826144663924e-05
Tea,red rust,ASSAM,RECOMMENDED TO SPRAY CONTAF(HEXACONAZOLE)15 MLLIT WATER 34 TIMES AT 7 DAYS INTERVAL,RECOMMENDED TO SPRAY Champ WG  2 GMLIT OF WATER,RECOMMENDED TO SPRAY SAAF  2 G PER LIT OF WATER,SPRAY COPPER OXYCHLORIED  25 GM LIT OF WATER,SPRAY COPPER OXYCHLORIED  25 GM LIT OF WATER,0.735781,3.9656826144663924e-05
